orderNumber, styleNumber, units, price
105139,5005139,5239,71.6
105140,5005140,5240,71.61
105141,5005141,5241,71.62
105142,5005142,5242,71.63
105143,5005143,5243,71.64
105144,5005144,5244,71.65
105145,5005145,5245,71.66
105146,5005146,5246,71.67
105147,5005147,5247,71.68
105148,5005148,5248,71.69
105149,5005149,5249,71.7
105150,5005150,5250,71.71
105151,5005151,5251,71.72
105152,5005152,5252,71.73
105153,5005153,5253,71.74
105154,5005154,5254,71.75
105155,5005155,5255,71.76
105156,5005156,5256,71.77
105157,5005157,5257,71.78
105158,5005158,5258,71.79
105159,5005159,5259,71.8
105160,5005160,5260,71.81
105161,5005161,5261,71.82
105162,5005162,5262,71.83
105163,5005163,5263,71.84
105164,5005164,5264,71.85
105165,5005165,5265,71.86
105166,5005166,5266,71.87
105167,5005167,5267,71.88
105168,5005168,5268,71.89
105169,5005169,5269,71.9
105170,5005170,5270,71.91
105171,5005171,5271,71.92
105172,5005172,5272,71.93
105173,5005173,5273,71.94
105174,5005174,5274,71.95
105175,5005175,5275,71.96
105176,5005176,5276,71.97
105177,5005177,5277,71.98
105178,5005178,5278,71.99
105179,5005179,5279,72
105180,5005180,5280,72.01
105181,5005181,5281,72.02
105182,5005182,5282,72.03
105183,5005183,5283,72.04
105184,5005184,5284,72.05
105185,5005185,5285,72.06
105186,5005186,5286,72.07
105187,5005187,5287,72.08
105188,5005188,5288,72.09
105189,5005189,5289,72.1
105190,5005190,5290,72.11
105191,5005191,5291,72.12
105192,5005192,5292,72.13
105193,5005193,5293,72.14
105194,5005194,5294,72.15
105195,5005195,5295,72.16
105196,5005196,5296,72.17
105197,5005197,5297,72.18
105198,5005198,5298,72.19
105199,5005199,5299,72.2
105200,5005200,5300,72.21
105201,5005201,5301,72.22
105202,5005202,5302,72.23
105203,5005203,5303,72.24
105204,5005204,5304,72.25
105205,5005205,5305,72.26
105206,5005206,5306,72.27
105207,5005207,5307,72.28
105208,5005208,5308,72.29
105209,5005209,5309,72.3
105210,5005210,5310,72.31
105211,5005211,5311,72.32
105212,5005212,5312,72.33
105213,5005213,5313,72.34
105214,5005214,5314,72.35
105215,5005215,5315,72.36
105216,5005216,5316,72.37
105217,5005217,5317,72.38
105218,5005218,5318,72.39
105219,5005219,5319,72.4
105220,5005220,5320,72.41
105221,5005221,5321,72.42
105222,5005222,5322,72.43
105223,5005223,5323,72.44
105224,5005224,5324,72.45
105225,5005225,5325,72.46
105226,5005226,5326,72.47
105227,5005227,5327,72.48
105228,5005228,5328,72.49
105229,5005229,5329,72.5
105230,5005230,5330,72.51
105231,5005231,5331,72.52
105232,5005232,5332,72.53
105233,5005233,5333,72.54
105234,5005234,5334,72.55
105235,5005235,5335,72.56
105236,5005236,5336,72.57
105237,5005237,5337,72.58
105238,5005238,5338,72.59
105239,5005239,5339,72.6
105240,5005240,5340,72.61
105241,5005241,5341,72.62
105242,5005242,5342,72.63
105243,5005243,5343,72.64
105244,5005244,5344,72.65
105245,5005245,5345,72.66
105246,5005246,5346,72.67
105247,5005247,5347,72.68
105248,5005248,5348,72.69
105249,5005249,5349,72.7
105250,5005250,5350,72.71
105251,5005251,5351,72.72
105252,5005252,5352,72.73
105253,5005253,5353,72.74
105254,5005254,5354,72.75
105255,5005255,5355,72.76
105256,5005256,5356,72.77
105257,5005257,5357,72.78
105258,5005258,5358,72.79
105259,5005259,5359,72.8
105260,5005260,5360,72.81
105261,5005261,5361,72.82
105262,5005262,5362,72.83
105263,5005263,5363,72.84
105264,5005264,5364,72.85
105265,5005265,5365,72.86
105266,5005266,5366,72.87
105267,5005267,5367,72.88
105268,5005268,5368,72.89
105269,5005269,5369,72.9
105270,5005270,5370,72.91
105271,5005271,5371,72.92
105272,5005272,5372,72.93
105273,5005273,5373,72.94
105274,5005274,5374,72.95
105275,5005275,5375,72.96
105276,5005276,5376,72.97
105277,5005277,5377,72.98
105278,5005278,5378,72.99
105279,5005279,5379,73
105280,5005280,5380,73.01
105281,5005281,5381,73.02
105282,5005282,5382,73.03
105283,5005283,5383,73.04
105284,5005284,5384,73.05
105285,5005285,5385,73.06
105286,5005286,5386,73.07
105287,5005287,5387,73.08
105288,5005288,5388,73.09
105289,5005289,5389,73.1
105290,5005290,5390,73.11
105291,5005291,5391,73.12
105292,5005292,5392,73.13
105293,5005293,5393,73.14
105294,5005294,5394,73.15
105295,5005295,5395,73.16
105296,5005296,5396,73.17
105297,5005297,5397,73.18
105298,5005298,5398,73.19
105299,5005299,5399,73.2
105300,5005300,5400,73.21
105301,5005301,5401,73.22
105302,5005302,5402,73.23
105303,5005303,5403,73.24
105304,5005304,5404,73.25
105305,5005305,5405,73.26
105306,5005306,5406,73.27
105307,5005307,5407,73.28
105308,5005308,5408,73.29
105309,5005309,5409,73.3
105310,5005310,5410,73.31
105311,5005311,5411,73.32
105312,5005312,5412,73.33
105313,5005313,5413,73.34
105314,5005314,5414,73.35
105315,5005315,5415,73.36
105316,5005316,5416,73.37
105317,5005317,5417,73.38
105318,5005318,5418,73.39
105319,5005319,5419,73.4
105320,5005320,5420,73.41
105321,5005321,5421,73.42
105322,5005322,5422,73.43
105323,5005323,5423,73.44
105324,5005324,5424,73.45
105325,5005325,5425,73.46
105326,5005326,5426,73.47
105327,5005327,5427,73.48
105328,5005328,5428,73.49
105329,5005329,5429,73.5
105330,5005330,5430,73.51
105331,5005331,5431,73.52
105332,5005332,5432,73.53
105333,5005333,5433,73.54
105334,5005334,5434,73.55
105335,5005335,5435,73.56
105336,5005336,5436,73.57
105337,5005337,5437,73.58
105338,5005338,5438,73.59
105339,5005339,5439,73.6
105340,5005340,5440,73.61
105341,5005341,5441,73.62
105342,5005342,5442,73.63
105343,5005343,5443,73.64
105344,5005344,5444,73.65
105345,5005345,5445,73.66
105346,5005346,5446,73.67
105347,5005347,5447,73.68
105348,5005348,5448,73.69
105349,5005349,5449,73.7
105350,5005350,5450,73.71
105351,5005351,5451,73.72
105352,5005352,5452,73.73
105353,5005353,5453,73.74
105354,5005354,5454,73.75
105355,5005355,5455,73.76
105356,5005356,5456,73.77
105357,5005357,5457,73.78
105358,5005358,5458,73.79
105359,5005359,5459,73.8
105360,5005360,5460,73.81
105361,5005361,5461,73.82
105362,5005362,5462,73.83
105363,5005363,5463,73.84
105364,5005364,5464,73.85
105365,5005365,5465,73.86
105366,5005366,5466,73.87
105367,5005367,5467,73.88
105368,5005368,5468,73.89
105369,5005369,5469,73.9
105370,5005370,5470,73.91
105371,5005371,5471,73.92
105372,5005372,5472,73.93
105373,5005373,5473,73.94
105374,5005374,5474,73.95
105375,5005375,5475,73.96
105376,5005376,5476,73.97
105377,5005377,5477,73.98
105378,5005378,5478,73.99
105379,5005379,5479,74
105380,5005380,5480,74.01
105381,5005381,5481,74.02
105382,5005382,5482,74.03
105383,5005383,5483,74.04
105384,5005384,5484,74.05
105385,5005385,5485,74.06
105386,5005386,5486,74.07
105387,5005387,5487,74.08
105388,5005388,5488,74.09
105389,5005389,5489,74.1
105390,5005390,5490,74.11
105391,5005391,5491,74.12
105392,5005392,5492,74.13
105393,5005393,5493,74.14
105394,5005394,5494,74.15
105395,5005395,5495,74.16
105396,5005396,5496,74.17
105397,5005397,5497,74.18
105398,5005398,5498,74.19
105399,5005399,5499,74.2
105400,5005400,5500,74.21
105401,5005401,5501,74.22
105402,5005402,5502,74.23
105403,5005403,5503,74.24
105404,5005404,5504,74.25
105405,5005405,5505,74.26
105406,5005406,5506,74.27
105407,5005407,5507,74.28
105408,5005408,5508,74.29
105409,5005409,5509,74.3
105410,5005410,5510,74.31
105411,5005411,5511,74.32
105412,5005412,5512,74.33
105413,5005413,5513,74.34
105414,5005414,5514,74.35
105415,5005415,5515,74.36
105416,5005416,5516,74.37
105417,5005417,5517,74.38
105418,5005418,5518,74.39
105419,5005419,5519,74.4
105420,5005420,5520,74.41
105421,5005421,5521,74.42
105422,5005422,5522,74.43
105423,5005423,5523,74.44
105424,5005424,5524,74.45
105425,5005425,5525,74.46
105426,5005426,5526,74.47
105427,5005427,5527,74.48
105428,5005428,5528,74.49
105429,5005429,5529,74.5
105430,5005430,5530,74.51
105431,5005431,5531,74.52
105432,5005432,5532,74.53
105433,5005433,5533,74.54
105434,5005434,5534,74.55
105435,5005435,5535,74.56
105436,5005436,5536,74.57
105437,5005437,5537,74.58
105438,5005438,5538,74.59
105439,5005439,5539,74.6
105440,5005440,5540,74.61
105441,5005441,5541,74.62
105442,5005442,5542,74.63
105443,5005443,5543,74.64
105444,5005444,5544,74.65
105445,5005445,5545,74.66
105446,5005446,5546,74.67
105447,5005447,5547,74.68
105448,5005448,5548,74.69
105449,5005449,5549,74.7
105450,5005450,5550,74.71
105451,5005451,5551,74.72
105452,5005452,5552,74.73
105453,5005453,5553,74.74
105454,5005454,5554,74.75
105455,5005455,5555,74.76
105456,5005456,5556,74.77
105457,5005457,5557,74.78
105458,5005458,5558,74.79
105459,5005459,5559,74.8
105460,5005460,5560,74.81
105461,5005461,5561,74.82
105462,5005462,5562,74.83
105463,5005463,5563,74.84
105464,5005464,5564,74.85
105465,5005465,5565,74.86
105466,5005466,5566,74.87
105467,5005467,5567,74.88
105468,5005468,5568,74.89
105469,5005469,5569,74.9
105470,5005470,5570,74.91
105471,5005471,5571,74.92
105472,5005472,5572,74.93
105473,5005473,5573,74.94
105474,5005474,5574,74.95
105475,5005475,5575,74.96
105476,5005476,5576,74.97
105477,5005477,5577,74.98
105478,5005478,5578,74.99
105479,5005479,5579,75
105480,5005480,5580,75.01
105481,5005481,5581,75.02
105482,5005482,5582,75.03
105483,5005483,5583,75.04
105484,5005484,5584,75.05
105485,5005485,5585,75.06
105486,5005486,5586,75.07
105487,5005487,5587,75.08
105488,5005488,5588,75.09
105489,5005489,5589,75.1
105490,5005490,5590,75.11
105491,5005491,5591,75.12
105492,5005492,5592,75.13
105493,5005493,5593,75.14
105494,5005494,5594,75.15
105495,5005495,5595,75.16
105496,5005496,5596,75.17
105497,5005497,5597,75.18
105498,5005498,5598,75.19
105499,5005499,5599,75.2
105500,5005500,5600,75.21
105501,5005501,5601,75.22
105502,5005502,5602,75.23
105503,5005503,5603,75.24
105504,5005504,5604,75.25
105505,5005505,5605,75.26
105506,5005506,5606,75.27
105507,5005507,5607,75.28
105508,5005508,5608,75.29
105509,5005509,5609,75.3
105510,5005510,5610,75.31
105511,5005511,5611,75.32
105512,5005512,5612,75.33
105513,5005513,5613,75.34
105514,5005514,5614,75.35
105515,5005515,5615,75.36
105516,5005516,5616,75.37
105517,5005517,5617,75.38
105518,5005518,5618,75.39
105519,5005519,5619,75.4
105520,5005520,5620,75.41
105521,5005521,5621,75.42
105522,5005522,5622,75.43
105523,5005523,5623,75.44
105524,5005524,5624,75.45
105525,5005525,5625,75.46
105526,5005526,5626,75.47
105527,5005527,5627,75.48
105528,5005528,5628,75.49
105529,5005529,5629,75.5
105530,5005530,5630,75.51
105531,5005531,5631,75.52
105532,5005532,5632,75.53
105533,5005533,5633,75.54
105534,5005534,5634,75.55
105535,5005535,5635,75.56
105536,5005536,5636,75.57
105537,5005537,5637,75.58
105538,5005538,5638,75.59
105539,5005539,5639,75.6
105540,5005540,5640,75.61
105541,5005541,5641,75.62
105542,5005542,5642,75.63
105543,5005543,5643,75.64
105544,5005544,5644,75.65
105545,5005545,5645,75.66
105546,5005546,5646,75.67
105547,5005547,5647,75.68
105548,5005548,5648,75.69
105549,5005549,5649,75.7
105550,5005550,5650,75.71
105551,5005551,5651,75.72
105552,5005552,5652,75.73
105553,5005553,5653,75.74
105554,5005554,5654,75.75
105555,5005555,5655,75.76
105556,5005556,5656,75.77
105557,5005557,5657,75.78
105558,5005558,5658,75.79
105559,5005559,5659,75.8
105560,5005560,5660,75.81
105561,5005561,5661,75.82
105562,5005562,5662,75.83
105563,5005563,5663,75.84
105564,5005564,5664,75.85
105565,5005565,5665,75.86
105566,5005566,5666,75.87
105567,5005567,5667,75.88
105568,5005568,5668,75.89
105569,5005569,5669,75.9
105570,5005570,5670,75.91
105571,5005571,5671,75.92
105572,5005572,5672,75.93
105573,5005573,5673,75.94
105574,5005574,5674,75.95
105575,5005575,5675,75.96
105576,5005576,5676,75.97
105577,5005577,5677,75.98
105578,5005578,5678,75.99
105579,5005579,5679,76
105580,5005580,5680,76.01
105581,5005581,5681,76.02
105582,5005582,5682,76.03
105583,5005583,5683,76.04
105584,5005584,5684,76.05
105585,5005585,5685,76.06
105586,5005586,5686,76.07
105587,5005587,5687,76.08
105588,5005588,5688,76.09
105589,5005589,5689,76.1
105590,5005590,5690,76.11
105591,5005591,5691,76.12
105592,5005592,5692,76.13
105593,5005593,5693,76.14
105594,5005594,5694,76.15
105595,5005595,5695,76.16
105596,5005596,5696,76.17
105597,5005597,5697,76.18
105598,5005598,5698,76.19
105599,5005599,5699,76.2
105600,5005600,5700,76.21
105601,5005601,5701,76.22
105602,5005602,5702,76.23
105603,5005603,5703,76.24
105604,5005604,5704,76.25
105605,5005605,5705,76.26
105606,5005606,5706,76.27
105607,5005607,5707,76.28
105608,5005608,5708,76.29
105609,5005609,5709,76.3
105610,5005610,5710,76.31
105611,5005611,5711,76.32
105612,5005612,5712,76.33
105613,5005613,5713,76.34
105614,5005614,5714,76.35
105615,5005615,5715,76.36
105616,5005616,5716,76.37
105617,5005617,5717,76.38
105618,5005618,5718,76.39
105619,5005619,5719,76.4
105620,5005620,5720,76.41
105621,5005621,5721,76.42
105622,5005622,5722,76.43
105623,5005623,5723,76.44
105624,5005624,5724,76.45
105625,5005625,5725,76.46
105626,5005626,5726,76.47
105627,5005627,5727,76.48
105628,5005628,5728,76.49
105629,5005629,5729,76.5
105630,5005630,5730,76.51
105631,5005631,5731,76.52
105632,5005632,5732,76.53
105633,5005633,5733,76.54
105634,5005634,5734,76.55
105635,5005635,5735,76.56
105636,5005636,5736,76.57
105637,5005637,5737,76.58
105638,5005638,5738,76.59
105639,5005639,5739,76.6
105640,5005640,5740,76.61
105641,5005641,5741,76.62
105642,5005642,5742,76.63
105643,5005643,5743,76.64
105644,5005644,5744,76.65
105645,5005645,5745,76.66
105646,5005646,5746,76.67
105647,5005647,5747,76.68
105648,5005648,5748,76.69
105649,5005649,5749,76.7
105650,5005650,5750,76.71
105651,5005651,5751,76.72
105652,5005652,5752,76.73
105653,5005653,5753,76.74
105654,5005654,5754,76.75
105655,5005655,5755,76.76
105656,5005656,5756,76.77
105657,5005657,5757,76.78
105658,5005658,5758,76.79
105659,5005659,5759,76.8
105660,5005660,5760,76.81
105661,5005661,5761,76.82
105662,5005662,5762,76.83
105663,5005663,5763,76.84
105664,5005664,5764,76.85
105665,5005665,5765,76.86
105666,5005666,5766,76.87
105667,5005667,5767,76.88
105668,5005668,5768,76.89
105669,5005669,5769,76.9
105670,5005670,5770,76.91
105671,5005671,5771,76.92
105672,5005672,5772,76.93
105673,5005673,5773,76.94
105674,5005674,5774,76.95
105675,5005675,5775,76.96
105676,5005676,5776,76.97
105677,5005677,5777,76.98
105678,5005678,5778,76.99
105679,5005679,5779,77
105680,5005680,5780,77.01
105681,5005681,5781,77.02
105682,5005682,5782,77.03
105683,5005683,5783,77.04
105684,5005684,5784,77.05
105685,5005685,5785,77.06
105686,5005686,5786,77.07
105687,5005687,5787,77.08
105688,5005688,5788,77.09
105689,5005689,5789,77.1
105690,5005690,5790,77.11
105691,5005691,5791,77.12
105692,5005692,5792,77.13
105693,5005693,5793,77.14
105694,5005694,5794,77.15
105695,5005695,5795,77.16
105696,5005696,5796,77.17
105697,5005697,5797,77.18
105698,5005698,5798,77.19
105699,5005699,5799,77.2
105700,5005700,5800,77.21
105701,5005701,5801,77.22
105702,5005702,5802,77.23
105703,5005703,5803,77.24
105704,5005704,5804,77.25
105705,5005705,5805,77.26
105706,5005706,5806,77.27
105707,5005707,5807,77.28
105708,5005708,5808,77.29
105709,5005709,5809,77.3
105710,5005710,5810,77.31
105711,5005711,5811,77.32
105712,5005712,5812,77.33
105713,5005713,5813,77.34
105714,5005714,5814,77.35
105715,5005715,5815,77.36
105716,5005716,5816,77.37
105717,5005717,5817,77.38
105718,5005718,5818,77.39
105719,5005719,5819,77.4
105720,5005720,5820,77.41
105721,5005721,5821,77.42
105722,5005722,5822,77.43
105723,5005723,5823,77.44
105724,5005724,5824,77.45
105725,5005725,5825,77.46
105726,5005726,5826,77.47
105727,5005727,5827,77.48
105728,5005728,5828,77.49
105729,5005729,5829,77.5
105730,5005730,5830,77.51
105731,5005731,5831,77.52
105732,5005732,5832,77.53
105733,5005733,5833,77.54
105734,5005734,5834,77.55
105735,5005735,5835,77.56
105736,5005736,5836,77.57
105737,5005737,5837,77.58
105738,5005738,5838,77.59
105739,5005739,5839,77.6
105740,5005740,5840,77.61
105741,5005741,5841,77.62
105742,5005742,5842,77.63
105743,5005743,5843,77.64
105744,5005744,5844,77.65
105745,5005745,5845,77.66
105746,5005746,5846,77.67
105747,5005747,5847,77.68
105748,5005748,5848,77.69
105749,5005749,5849,77.7
105750,5005750,5850,77.71
105751,5005751,5851,77.72
105752,5005752,5852,77.73
105753,5005753,5853,77.74
105754,5005754,5854,77.75
105755,5005755,5855,77.76
105756,5005756,5856,77.77
105757,5005757,5857,77.78
105758,5005758,5858,77.79
105759,5005759,5859,77.8
105760,5005760,5860,77.81
105761,5005761,5861,77.82
105762,5005762,5862,77.83
105763,5005763,5863,77.84
105764,5005764,5864,77.85
105765,5005765,5865,77.86
105766,5005766,5866,77.87
105767,5005767,5867,77.88
105768,5005768,5868,77.89
105769,5005769,5869,77.9
105770,5005770,5870,77.91
105771,5005771,5871,77.92
105772,5005772,5872,77.93
105773,5005773,5873,77.94
105774,5005774,5874,77.95
105775,5005775,5875,77.96
105776,5005776,5876,77.97
105777,5005777,5877,77.98
105778,5005778,5878,77.99
105779,5005779,5879,78
105780,5005780,5880,78.01
105781,5005781,5881,78.02
105782,5005782,5882,78.03
105783,5005783,5883,78.04
105784,5005784,5884,78.05
105785,5005785,5885,78.06
105786,5005786,5886,78.07
105787,5005787,5887,78.08
105788,5005788,5888,78.09
105789,5005789,5889,78.1
105790,5005790,5890,78.11
105791,5005791,5891,78.12
105792,5005792,5892,78.13
105793,5005793,5893,78.14
105794,5005794,5894,78.15
105795,5005795,5895,78.16
105796,5005796,5896,78.17
105797,5005797,5897,78.18
105798,5005798,5898,78.19
105799,5005799,5899,78.2
105800,5005800,5900,78.21
105801,5005801,5901,78.22
105802,5005802,5902,78.23
105803,5005803,5903,78.24
105804,5005804,5904,78.25
105805,5005805,5905,78.26
105806,5005806,5906,78.27
105807,5005807,5907,78.28
105808,5005808,5908,78.29
105809,5005809,5909,78.3
105810,5005810,5910,78.31
105811,5005811,5911,78.32
105812,5005812,5912,78.33
105813,5005813,5913,78.34
105814,5005814,5914,78.35
105815,5005815,5915,78.36
105816,5005816,5916,78.37
105817,5005817,5917,78.38
105818,5005818,5918,78.39
105819,5005819,5919,78.4
105820,5005820,5920,78.41
105821,5005821,5921,78.42
105822,5005822,5922,78.43
105823,5005823,5923,78.44
105824,5005824,5924,78.45
105825,5005825,5925,78.46
105826,5005826,5926,78.47
105827,5005827,5927,78.48
105828,5005828,5928,78.49
105829,5005829,5929,78.5
105830,5005830,5930,78.51
105831,5005831,5931,78.52
105832,5005832,5932,78.53
105833,5005833,5933,78.54
105834,5005834,5934,78.55
105835,5005835,5935,78.56
105836,5005836,5936,78.57
105837,5005837,5937,78.58
105838,5005838,5938,78.59
105839,5005839,5939,78.6
105840,5005840,5940,78.61
105841,5005841,5941,78.62
105842,5005842,5942,78.63
105843,5005843,5943,78.64
105844,5005844,5944,78.65
105845,5005845,5945,78.66
105846,5005846,5946,78.67
105847,5005847,5947,78.68
105848,5005848,5948,78.69
105849,5005849,5949,78.7
105850,5005850,5950,78.71
105851,5005851,5951,78.72
105852,5005852,5952,78.73
105853,5005853,5953,78.74
105854,5005854,5954,78.75
105855,5005855,5955,78.76
105856,5005856,5956,78.77
105857,5005857,5957,78.78
105858,5005858,5958,78.79
105859,5005859,5959,78.8
105860,5005860,5960,78.81
105861,5005861,5961,78.82
105862,5005862,5962,78.83
105863,5005863,5963,78.84
105864,5005864,5964,78.85
105865,5005865,5965,78.86
105866,5005866,5966,78.87
105867,5005867,5967,78.88
105868,5005868,5968,78.89
105869,5005869,5969,78.9
105870,5005870,5970,78.91
105871,5005871,5971,78.92
105872,5005872,5972,78.93
105873,5005873,5973,78.94
105874,5005874,5974,78.95
105875,5005875,5975,78.96
105876,5005876,5976,78.97
105877,5005877,5977,78.98
